"","Plot.3","Tag","sla","mean.thick","ssl","lar1","lmf","smf","rmf","sp","rgr.h","ini_size","perc.canopy.open","new.rgr.h","Comp1","Comp2","Comp3","sp.number","lma","log_thick","log_ssl","log_lar","log_lmf","log_smf","log_rmf","log_light","log_rgr","log_lma","plot_id","log_ini_size"
"699",111,7,245.2272727,0.236,89.28571429,35.49342105,0.144736842,0.184210526,0.671052632,"PITTKE",0.09531018,11,1.32,1.09531018,0.071382225,2.727037666,-2.279822014,18,0.00407785,0.356997850072183,1.46770242659397,-1.04667450440063,-1.38607400084449,-1.79604953813402,2.26057386096267,-1.49964405618405,-0.401217905455305,-0.87413375906013,41,-2.26224664732938
"700",111,2,188.9222222,0.258,63.5,30.09380531,0.159292035,0.17699115,0.663716814,"PITTKE",0.080042708,13,1.32,1.080042708,0.071382225,2.727037666,-2.279822014,18,0.005293184,1.41115304787171,0.830027422338417,-1.45891250983607,-1.1472768822445,-1.94154085054842,2.21118327975334,-1.49964405618405,-0.554738400523095,0.788019358343334,41,-1.81300989905413
"705",112,6,200.95,0.2165,47.22222222,52.70819672,0.262295082,0.336065574,0.401639344,"PITTKE",0.074107972,14,1.23,1.074107972,3.57971067,0.473653907,0.561636997,18,0.004976362,-0.663017122274601,0.275852800775167,-0.058911000195591,0.095605763951436,0.39190261762765,-0.04581670449076,-1.67188063706713,-0.615001052932949,0.394730179138959,42,-1.61372100109789
"710",113,1,214.1285714,0.204333333,44.56521739,68.13181818,0.318181818,0.348484848,0.333333333,"PITTKE",0.287682072,20,1.73,1.287682072,2.400103183,-0.076769476,0.200334835,18,0.004670091,-1.3470925574476,0.167495492240281,0.582255980747869,0.576960135088468,0.523961536251701,-0.883423663626145,-0.839918465339833,1.36843009578412,-0.0100267464165169,43,-0.654561622688387
"711",113,12,198.915,0.224,48.80952381,72.59671533,0.364963504,0.306569343,0.328467153,"PITTKE",0.102654154,41,1.73,1.102654154,2.400103183,-0.076769476,0.200334835,18,0.005027273,-0.260227026616393,0.337713090864543,0.740816640120577,0.918811132904451,0.0576023081824686,-0.949503108739409,-0.839918465339833,-0.328131950871871,0.459588785442235,43,1.27583125042001
"775",120,12,197.1555556,0.209666667,69.09090909,69.58431373,0.352941176,0.323529412,0.323529412,"PITTKE",0.207639365,16,2.88,1.207639365,-1.005334738,0.578009522,2.665056401,18,0.005072137,-1.04234240671949,0.987917212273004,0.634950622999709,0.835336173699894,0.253555897926574,-1.01756261187631,0.40316636054839,0.666544856949986,0.516201622294823,44,-1.25463245359989
"817",126,5,224.9416667,0.236,56.25,87.07419355,0.387096774,0.206451613,0.406451613,"PITTKE",0.182321557,18,2.03,1.182321557,2.373824174,0.115981152,0.70627527,18,0.004445597,0.356997850072183,0.603186332290932,1.19505298827094,1.06553885945078,-1.38123508787665,0.00770035657362335,-0.449886524074662,0.43481960328869,-0.323942550856669,45,-0.937893907236597
"895",137,4,246.5458333,0.214,30.38834951,47.14820717,0.19123506,0.410358566,0.398406375,"PITTKE",0.033901552,30,1.77,1.033901552,1.428053315,0.320387759,-1.338656977,18,0.004056041,-0.800387532886985,-0.548939464029611,-0.337374210464745,-0.691812094298063,1.11873088399267,-0.082131748210272,-0.784167358315089,-1.03225199492096,-0.90830403747975,46,0.435802776798488
"947",145,2,234.1625,0.215,60,42.09662921,0.179775281,0.314606742,0.505617978,"PITTKE",0.117783036,18,2.04,1.117783036,0.722178784,0.798559472,-2.602596664,18,0.004270539,-0.745247762173134,0.723944575108203,-0.620466988629708,-0.845812627712505,0.151781368925106,0.988666592781966,-0.437901218698523,-0.179093996411774,-0.579934579821881,47,-0.937893907236597
"948",145,1,240.29,0.2035,16.64596273,21.58293413,0.089820359,0.482035928,0.428143713,"PITTKE",0.083381609,25,2.04,1.083381609,0.722178784,0.798559472,-2.602596664,18,0.004161638,-1.39542713503422,-1.67514082576614,-2.28928480026173,-2.57506425238897,1.70458703753988,0.241326234034292,-0.437901218698523,-0.520979833932712,-0.744533269590686,47,-0.0544907917768881
"949",146,1,180.0227273,0.2105,12.40384615,50.92071429,0.282857143,0.47,0.247142857,"PITTKE",0.236388778,38,1.98,1.236388778,1.079324653,-0.30501756,0.081827106,18,0.005554854,-0.995426618682083,-2.22554666364222,-0.145094531552663,0.283688422630968,1.61256778576077,-2.22771959365537,-0.510712737205687,0.923859575935012,1.09548533195015,48,1.07149226742337
"950",146,5,204.9230769,0.197666667,39.0625,69.79912664,0.340611354,0.288209607,0.371179039,"PITTKE",0.127833372,25,1.98,1.127833372,1.079324653,-0.30501756,0.081827106,18,0.00487988,-1.73941569700044,-0.0790986174746748,0.642650253847996,0.746719176443057,-0.167136541212768,-0.40020496029147,-0.510712737205687,-0.0811969191939222,0.269974913816817,48,-0.0544907917768881
"951",146,2,209.1486111,0.211666667,13.17391304,50.7026936,0.242424242,0.29040404,0.467171717,"PITTKE",0.117783036,36,1.98,1.117783036,1.079324653,-0.30501756,0.081827106,18,0.004781289,-0.930055556599678,-2.11284638300231,-0.155812808707666,-0.100723326633378,-0.139532984088786,0.6333144884841,-0.510712737205687,-0.179093996411774,0.139918210479466,48,0.926096345373863
"952",146,4,226.82,0.215333333,46.20689655,61.63586957,0.27173913,0.347826087,0.380434783,"PITTKE",0.076961041,27,1.98,1.076961041,1.079324653,-0.30501756,0.081827106,18,0.004408782,-0.726924834297942,0.235183380457074,0.331956743227065,0.183756959993632,0.517075740920825,-0.289533407501229,-0.510712737205687,-0.58598889698042,-0.376930763744959,48,0.152470492250278
"953",146,3,221.09,0.184,42.14285714,86.70196078,0.392156863,0.274509804,0.333333333,"PITTKE",0.064538521,16,1.98,1.064538521,1.079324653,-0.30501756,0.081827106,18,0.004523045,-2.5868100446395,0.0629223920443528,1.18435146875496,1.09790413033382,-0.344366675887089,-0.883423663626145,-0.510712737205687,-0.71287626933846,-0.213888917164153,48,-1.25463245359989
"957",147,14,286.4045455,0.1975,75,115.612844,0.403669725,0.220183486,0.376146789,"PITTKE",0.105360516,20,3.08,1.105360516,2.522816378,-1.998835491,0.863913212,18,0.003491565,-1.74939248632352,1.14146922050982,1.90319889960679,1.17001304818989,-1.14689178254798,-0.340466557101314,0.566919438144384,-0.30132138578736,-1.86320432414039,49,-0.654561622688387
"971",149,6,225.2454545,0.223666667,32.08333333,32.88982301,0.146017699,0.424778761,0.42920354,"PITTKE",0.032789823,31,1.02,1.032789823,-0.545055106,1.472421006,0.527654384,18,0.004439601,-0.277840503527539,-0.447380859432224,-1.23698142459901,-1.36411711350014,1.24441654110629,0.252435258228787,-2.12849047486313,-1.04401843716136,-0.332542673654202,50,0.523980168038116
"982",151,9,212.7547619,0.241,18.82352941,55.50124224,0.260869565,0.316770186,0.422360248,"PITTKE",0.15415068,21,2.07,1.15415068,-1.242573343,1.325831677,-2.046114953,18,0.004700247,0.604962055730041,-1.44510748655831,0.0700711773817937,0.0820248526960173,0.176720881759454,0.180215719832072,-0.402294677769705,0.171075592474958,0.0309870574027565,51,-0.523356601611019
