"","Plot.3","Tag","sla","mean.thick","ssl","lar1","lmf","smf","rmf","sp","rgr.h","ini_size","perc.canopy.open","new.rgr.h","Comp1","Comp2","Comp3","sp.number","lma","log_thick","log_ssl","log_lar","log_lmf","log_smf","log_rmf","log_light","log_rgr","log_lma","plot_id","log_ini_size"
"176",43,14,237.4777778,0.251,21.2568306,77.14246285,0.324840764,0.447983015,0.227176221,"PARACH",0.051293294,40,2.6,1.051293294,-0.751398434,-1.314666538,1.463107786,17,0.00421092,2.88000377903339,-0.916144712243505,0.0160133946983909,0.281802240621813,0.512816364770831,-0.53025958037641,0.135507066126348,-1.08453494928322,0.746584507636443,22,0.805933212283865
"189",45,2,535.0857143,0.141333333,27.79411765,59.29709763,0.110817942,0.36939314,0.519788918,"PARACH",0.15415068,42,2.31,1.15415068,-3.480729657,2.324425927,1.478938565,17,0.001868859,0.265485069383066,-0.504787719483637,-0.659814782797413,-2.21257259049041,-0.213139062696835,1.93780900483153,-0.0850694037419148,0.134762065236718,-4.51513087429881,23,0.950245259649851
"190",45,7,228.6,0.226,81.42857143,28.575,0.125,0.4375,0.4375,"PARACH",0.111225635,19,2.31,1.111225635,-3.480729657,2.324425927,1.478938565,17,0.004374453,2.40238800237579,1.14419521861458,-2.53509319383926,-1.9332604862729,0.423701962733283,1.42389860227115,-0.0850694037419148,-0.360320086582289,0.993365264185665,23,-1.39598045024666
"191",45,11,264.9911111,0.132666667,18.01619433,73.19159585,0.276203966,0.423512748,0.300283286,"PARACH",0.083381609,50,2.31,1.083381609,-3.480729657,2.324425927,1.478938565,17,0.003773711,-0.0225897496487139,-1.16989228536923,-0.119035546564944,-0.0943916648746178,0.301414295497959,0.301677766196974,-0.0850694037419148,-0.691797093760071,0.0365468653494184,23,1.46594949414843
"203",47,26,337.65,0.22,190,139.7172414,0.413793103,0.275862069,0.310344828,"PARACH",0.162518929,20,5.33,1.162518929,-1.760462878,-2.265666174,-0.078617366,17,0.002961647,2.27989775865353,2.444016005768,1.54178073496379,0.843165418323588,-1.31193171476382,0.399952756694175,1.47436482462971,0.229130611281064,-1.53294779595805,24,-1.24426461868053
"204",47,19,327.5395833,0.125666667,32.79069767,128.167663,0.391304348,0.361413043,0.247282609,"PARACH",0.067441281,46,5.33,1.067441281,-1.760462878,-2.265666174,-0.078617366,17,0.003053066,-0.269354329366039,-0.251173274754785,1.32014318558388,0.713557096133116,-0.295333959369324,-0.27738122541823,1.47436482462971,-0.885419421761241,-1.33603790701951,24,1.21932251710286
"207",48,8,269.0288889,0.14,17.56097561,83.40323264,0.310015898,0.427662957,0.262321145,"PARACH",0.065957968,47,3.67,1.065957968,1.716650365,-1.410057186,4.318589807,17,0.003717073,0.222335189246282,-1.20915223891466,0.216463139400387,0.173460205481145,0.33811512031453,-0.10133974539727,0.778377226277403,-0.903583594243194,-0.0614024568144971,25,1.28293379120582
"224",50,35,245.4041667,0.117666667,56.42857143,78.00927152,0.317880795,0.278145695,0.40397351,"PARACH",0.074107972,28,3.3,1.074107972,-0.201273319,-3.143665414,1.001055112,17,0.00407491,-0.56879020499447,0.581571293104669,0.0447163934628907,0.23156747847659,-1.28090518369085,1.18616336653776,0.580172368186611,-0.804091711704313,0.533924239913049,26,-0.249043590524171
"252",54,2,298.9666667,0.241,147.5,84.084375,0.28125,0.25,0.46875,"PARACH",0.064538521,16,2.05,1.064538521,0.686506581,-2.955703161,0.624226937,17,0.003344854,2.6949262819334,2.05559381714843,0.2373567620416,-0.0524006896517971,-1.68241068893953,1.6296250741275,-0.307779218819628,-0.920989366822347,-0.744826882484689,27,-1.9042809005451
"264",56,9,412.1,0.256,92.10526316,66.82702703,0.162162162,0.513513514,0.324324324,"PARACH",0.379489622,19,4.77,1.379489622,-3.933308676,-2.174939431,-1.914850021,17,0.002426595,2.96979523846809,1.33320261045725,-0.352724779967452,-1.32956364085574,1.02661291923023,0.531333080124231,1.26732724107851,2.46443644965487,-2.82355774570256,28,-1.39598045024666
"270",57,18,259.6657895,0.134,20.98958333,83.15140449,0.320224719,0.359550562,0.320224719,"PARACH",0.251314428,45,4.41,1.251314428,-2.891521837,-3.774700569,-1.356223343,17,0.003851104,0.0229334123085661,-0.935553865297299,0.208695232367299,0.24860694202686,-0.314778653222369,0.493400895482115,1.12096821757682,1.19059801006142,0.168039010208251,29,1.15431308166752
"303",61,5,239.7588235,0.124333333,47.28813559,87.18502674,0.363636364,0.315508021,0.320855615,"PARACH",0.09531018,33,3.16,1.09531018,-0.556088829,0.348694223,0.526644253,17,0.004170858,-0.317912461020226,0.310474927267484,0.330376862616908,0.543473604879983,-0.806557543074896,0.499269859037915,0.499318569536826,-0.548758956777374,0.68466716578458,30,0.236933657635572
"317",63,7,313.5428571,0.138,38.51851852,42.75584416,0.136363636,0.350649351,0.512987013,"PARACH",0.2135741,26,2.77,1.2135741,0.526677932,-2.178299454,-1.183112129,17,0.003189357,0.156833636103798,-0.00419556625133502,-1.49994428283255,-1.73144756508665,-0.409122343014584,1.89853124715261,0.253636109228341,0.790563729114733,-1.05316228066816,31,-0.468240909690918
"318",63,14,301.94375,0.125666667,31.68539326,126.7635569,0.419825073,0.259475219,0.320699708,"PARACH",0.194156014,34,2.77,1.194156014,0.526677932,-2.178299454,-1.183112129,17,0.003311875,-0.269354329366039,-0.303775378837319,1.29184637840643,0.876731644259506,-1.5424075071586,0.497820595173288,0.253636109228341,0.579864515931399,-0.809005843586854,31,0.325233057840726
"319",63,12,230.3875,0.123666667,54.87804878,63.01196581,0.273504274,0.35042735,0.376068376,"PARACH",0.083381609,25,2.77,1.083381609,0.526677932,-2.178299454,-1.183112129,17,0.004340513,-0.342387115946856,0.538828531634813,-0.503724988299827,-0.117173484046905,-0.411505820452217,0.972727446514194,0.253636109228341,-0.691797093760071,0.942915300247188,31,-0.584248336815958
"320",63,13,279.8058824,0.119666667,13.1,87.01280488,0.31097561,0.379065041,0.30995935,"PARACH",0.070617567,44,2.77,1.070617567,0.526677932,-2.178299454,-1.183112129,17,0.003573906,-0.492064578816101,-1.65873966986139,0.325297586597839,0.180629204909356,-0.115866554827999,0.396246709890349,0.253636109228341,-0.846608393652079,-0.315807331493655,31,1.08784263842594
"321",63,11,259.8466667,0.1515,350,104.2165775,0.401069519,0.048128342,0.550802139,"PARACH",0.054067221,38,2.77,1.054067221,0.526677932,-2.178299454,-1.183112129,17,0.003848423,0.581706703288656,3.38119803041961,0.788745575652027,0.770727944037996,-7.8831104404726,2.11061577031145,0.253636109228341,-1.05011393309952,0.163528296029376,31,0.65421738071773
"325",64,3,250.8617647,0.133666667,13.97590361,32.75460829,0.130568356,0.382488479,0.486943164,"PARACH",0.171850257,38,5.66,1.171850257,-2.255730956,-3.993390677,-1.588978973,17,0.003986259,0.0115952374676482,-1.55945040648403,-2.18442591966033,-1.83217435232501,-0.0820299642134198,1.74316750238677,1.5864075668951,0.333562013357818,0.391456791796995,32,0.65421738071773
"461",80,16,215.1666667,0.143,75.2173913,110.6571429,0.514285714,0.328571429,0.157142857,"PARACH",0.182321557,18,4.92,1.182321557,0.065016416,-0.925822166,2.797147787,17,0.00464756,0.318853562438317,1.0224757527951,0.942783246756637,1.34742969617373,-0.65387188496603,-1.62928257308911,1.32507552470107,0.449765776572724,1.38562579702783,33,-1.55590103116145
"462",80,14,275.1125,0.123666667,44.6,102.5263975,0.372670807,0.310559006,0.316770186,"PARACH",0.16034265,27,4.92,1.16034265,0.065016416,-0.925822166,2.797147787,17,0.003634877,-0.342387115946856,0.220692150296074,0.746743764834178,0.600393892264209,-0.866059139676364,0.461058394658097,1.32507552470107,0.204654284099879,-0.206239202564698,33,-0.356612180987425
"463",80,21,324.16,0.213666667,70,114.1408451,0.352112676,0.507042254,0.14084507,"PARACH",0.117783036,27,4.92,1.117783036,0.065016416,-0.925822166,2.797147787,17,0.003084896,2.14692396316944,0.912195154262284,1.02240642608985,0.468782104610447,0.978884223958753,-1.95577981663431,1.32507552470107,-0.283464380004635,-1.26885963014819,33,-0.356612180987425
"472",81,12,248.9111111,0.257,42.60869565,83.35627907,0.334883721,0.320930233,0.344186047,"PARACH",0.125163143,34,4.1,1.125163143,0.209542594,-2.455687737,1.413180752,17,0.004017498,2.98754293893311,0.150622377334335,0.2150165870445,0.352423504796854,-0.742428854250224,0.708569332692576,0.985023840209287,-0.197503618260434,0.442018059863245,34,0.325233057840726
"514",89,1,244.5210526,0.135666667,16.50655022,70.07390649,0.286576169,0.377073906,0.336349925,"PARACH",0.146603474,44,3.32,1.146603474,0.938263932,-0.807958941,0.879547519,17,0.004089627,0.0792045899655082,-1.30414518623516,-0.230854629425296,-0.00888807182320701,-0.13568738025191,0.639896454341745,0.591442013121144,0.0490637213683703,0.557274983902493,35,1.08784263842594
"539",92,9,254.7722222,0.11,38.18181818,75.92549669,0.298013245,0.437086093,0.264900662,"PARACH",0.287682072,28,4,1.287682072,0.65049599,0.927609495,-1.932567341,17,0.003925075,-0.875501874855352,-0.0176642897788015,-0.0248335428992357,0.0818777650019763,0.420139733439286,-0.072161145585191,0.938969140734841,1.56482719226491,0.291270263236149,36,-0.249043590524171
"540",92,10,268.0357143,0.127666667,18.84615385,42.93478261,0.160183066,0.416475973,0.423340961,"PARACH",0.108213585,39,4,1.108213585,0.65049599,0.927609495,-1.932567341,17,0.003730846,-0.197474740345757,-1.10080077610465,-1.48921607632204,-1.35804456053053,0.238357484372494,1.32579928704222,0.938969140734841,-0.395774807352894,-0.0374468806128269,36,0.731047940483102
"551",93,7,219.4115385,0.13,21.59663866,23.86903766,0.108786611,0.49790795,0.393305439,"PARACH",0.196710294,28,1.76,1.196710294,2.031845969,0.672880094,-0.55672176,17,0.004557645,-0.115025006008407,-0.891815157780551,-2.99734456152643,-2.25548221154744,0.91046714736379,1.10636068698738,-0.592258568020636,0.60777505715983,1.25908661572812,37,-0.249043590524171
"566",95,12,295.225,0.126,30.80357143,93.72222222,0.317460317,0.444444444,0.238095238,"PARACH",0.236388778,38,3.42,1.236388778,0.657468426,0.307149648,0.447749569,17,0.003387247,-0.257295316102444,-0.347074961570134,0.516106316917964,0.228497471810066,0.482970861972009,-0.390277375154191,0.646790898486789,1.03385261858275,-0.66325099779426,38,0.65421738071773
"567",95,7,266.3625,0.123,68.84615385,86.9755102,0.326530612,0.265306122,0.408163265,"PARACH",0.211309094,21,3.42,1.211309094,0.657468426,0.307149648,0.447749569,17,0.003754282,-0.366994103825427,0.886697430416536,0.324196344129298,0.29383659739604,-1.45877079744048,1.21692994897665,0.646790898486789,0.766161272931934,0.003113143146618,38,-1.09995257131454
"572",96,19,215.14,0.147333333,27.95774648,68.95512821,0.320512821,0.471153846,0.208333333,"PARACH",0.211309094,42,5.87,1.211309094,2.042377408,-0.156975771,1.236594228,17,0.004648136,0.454752581412395,-0.495782816401776,-0.272197824386711,0.250692724765549,0.702607133780871,-0.788448112819086,1.65435529219253,0.766161272931934,1.38642849671777,39,0.950245259649851
"578",97,6,268.87,0.121,27.43589744,57.4508547,0.213675214,0.5,0.286324786,"PARACH",0.15415068,35,3.19,1.15415068,1.296086057,-0.380807877,-0.039841372,17,0.00371927,-0.441623306408629,-0.524687962335252,-0.74106638277869,-0.689737173545001,0.92624703287782,0.159743042263457,0.516941887068962,0.134762065236718,-0.0575752389963691,40,0.410972691340399
"579",97,11,255.9095238,0.118666667,27.66666667,72.37845118,0.282828283,0.404040404,0.313131313,"PARACH",0.114410351,37,3.19,1.114410351,1.296086057,-0.380807877,-0.039841372,17,0.003907631,-0.530265748926165,-0.511838469234032,-0.147733865403792,-0.039421440526964,0.124271236351794,0.426606346860526,0.516941887068962,-0.322937292925273,0.262420151864215,40,0.575337766319961
"580",97,5,230.7307692,0.136,43.56164384,45.4469697,0.196969697,0.429292929,0.373737374,"PARACH",0.054067221,38,3.19,1.054067221,1.296086057,-0.380807877,-0.039841372,17,0.004334056,0.0903758221861793,0.184554150501613,-1.34314557640724,-0.878552030263558,0.352431850359893,0.954187382393051,0.516941887068962,-1.05011393309952,0.933272670652468,40,0.65421738071773
"584",98,13,218.7684211,0.121333333,24,66.61217949,0.304487179,0.400641026,0.294871795,"PARACH",0.374693449,32,10.1,1.374693449,-3.176154795,1.265667776,-1.015578877,17,0.004571044,-0.429099846358284,-0.729945187921883,-0.360996645229606,0.131723793544541,0.0924732441673524,0.247450873804145,2.6665203922955,2.41894211096092,1.27810076114754,41,0.145916930419296
"585",98,6,226.3,0.128333333,38.73563218,68.57575758,0.303030303,0.439393939,0.257575758,"PARACH",0.176930708,37,10.1,1.176930708,-3.176154795,1.265667776,-1.015578877,17,0.004418913,-0.173764921899276,0.00442714480910454,-0.286369483885273,0.120599624551464,0.439958993530664,-0.155775270928765,2.6665203922955,0.390070712248192,1.05886364032954,41,0.575337766319961
"586",98,7,213.0809524,0.13,20.57228916,87.07524324,0.408648649,0.418378378,0.172972973,"PARACH",0.043485112,47,10.1,1.043485112,-3.176154795,1.265667776,-1.015578877,17,0.004693052,-0.115025006008407,-0.966360139003946,0.327140218949391,0.814149071137555,0.255509479704332,-1.34308435831935,2.6665203922955,-1.18191471667669,1.4487179947609,41,1.28293379120582
"587",98,4,213.9625,0.125,17.49226006,26.23773723,0.122627737,0.510948905,0.366423358,"PARACH",0.022989518,44,10.1,1.022989518,-3.176154795,1.265667776,-1.015578877,17,0.004673716,-0.293568650678281,-1.21516681238824,-2.75429575199884,-1.977701071456,1.00777002232387,0.895254191665714,2.6665203922955,-1.44103389319946,1.42197623306337,41,1.08784263842594
"639",105,22,319.85,0.153,126.1538462,42.64666667,0.133333333,0.433333333,0.433333333,"PARACH",0.117783036,18,4.28,1.117783036,-1.473165093,-1.908850131,-0.663661836,17,0.003126466,0.626557109461247,1.81577756179256,-1.50651206658465,-1.78357078102888,0.387687354301452,1.39536392164435,1.06516067720773,-0.283464380004635,-1.18216100878789,42,-1.55590103116145
"657",106,4,211.2777778,0.1175,41.84210526,109.4388489,0.517985612,0.273381295,0.208633094,"PARACH",0.223143551,35,2.08,1.223143551,0.471908734,0.353064542,0.655980672,17,0.004733105,-0.575242776594144,0.122770858041421,0.914345148582205,1.3640561903091,-1.34592921385017,-0.784160751665235,-0.280682559731385,0.893161737063695,1.50376269602071,43,0.410972691340399
"666",107,13,238.5238095,0.149,24.85507246,92.51451187,0.387862797,0.364116095,0.248021108,"PARACH",0.30538165,38,3.19,1.30538165,0.224422226,0.364151047,0.091969801,17,0.004192454,0.505959874102199,-0.676240156793132,0.482789793929003,0.693067691521317,-0.267291042446331,-0.268489324814873,0.516941887068962,1.74315182964184,0.718118119851178,44,0.65421738071773
"667",107,12,273.6133333,0.128333333,32.15517241,110.5508418,0.404040404,0.404040404,0.191919192,"PARACH",0.223143551,40,3.19,1.223143551,0.224422226,0.364151047,0.091969801,17,0.003654793,-0.173764921899276,-0.281197548020249,0.940314405679031,0.787845256127299,0.124271236351794,-1.03315357985168,0.516941887068962,0.893161737063695,-0.170846978613834,44,0.805933212283865
"679",108,9,241.3272727,0.145,43.22580645,75.30780142,0.312056738,0.439716312,0.24822695,"PARACH",0.15415068,28,3.38,1.15415068,-0.699226383,1.829668632,-0.961453649,17,0.00414375,0.382080681657253,0.172681391610801,-0.0458174043084957,0.188678723196045,0.442719170770036,-0.266015601338232,0.62484805054677,0.134762065236718,0.64243243204689,45,-0.249043590524171
"684",109,14,250.95,0.132333333,70,107.072,0.426666667,0.333333333,0.24,"PARACH",0.459532329,19,3.62,1.459532329,-1.458230349,3.370312595,-1.34438939,17,0.003984858,-0.0340420538216894,0.912195154262284,0.858180336093057,0.91422436582102,-0.599719915365511,-0.366517478283127,0.752792180883564,3.20119131240156,0.389179957212184,46,-1.39598045024666
"685",109,15,244.521875,0.137,19.17525773,89.93908046,0.367816092,0.423371648,0.208812261,"PARACH",0.171850257,38,3.62,1.171850257,-1.458230349,3.370312595,-1.34438939,17,0.004089614,0.123726003604971,-1.07424292226109,0.410265658872479,0.569981154391465,0.300160217579069,-0.781601138302925,0.752792180883564,0.333562013357818,0.557254394541358,46,0.65421738071773
"686",109,2,262.4907407,0.117666667,12.35119048,87.76780186,0.334365325,0.400412797,0.265221878,"PARACH",0.072320662,43,3.62,1.072320662,-1.458230349,3.370312595,-1.34438939,17,0.003809658,-0.56879020499447,-1.74903514301032,0.34749032096545,0.348830341920519,0.0903287208334867,-0.0685475719762205,0.752792180883564,-0.825845676151096,0.0979536332638771,46,1.01984400592611
