"","Plot.3","Tag","sla","mean.thick","ssl","lar1","lmf","smf","rmf","sp","rgr.h","ini_size","perc.canopy.open","new.rgr.h","Comp1","Comp2","Comp3","sp.number","lma","log_thick","log_ssl","log_lar","log_lmf","log_smf","log_rmf","log_light","log_rgr","log_lma","plot_id_1","plot_id","log_ini_size"
"274",57,8,227.3928571,0.135666667,40.45454545,111.7017544,0.49122807,0.289473684,0.219298246,"PSEUIN",0.356674944,30,4.41,1.356674944,-2.891521837,-3.774700569,-1.356223343,20,0.004397676,0.466554976902594,-0.514396349153818,0.326830535144555,1.06593080244181,-1.26742015554621,-0.491689908273485,1.24677932890186,1.22681646737078,1.40781610367458,57,29,0.888556538
"275",57,4,200.7814815,0.209,39.26470588,89.39387515,0.445229682,0.318021201,0.236749117,"PSEUIN",0.241162057,28,4.41,1.241162057,-2.891521837,-3.774700569,-1.356223343,20,0.004980539,2.43888754326327,-0.557850046293465,-0.285278765098051,0.806773725403982,-0.823552969937834,-0.233102263792475,1.24677932890186,0.264610494839068,2.02167757370847,57,29,0.672659864
"276",57,26,286.75,0.115,37.92207792,72.82539683,0.253968254,0.407407407,0.338624339,"PSEUIN",0.238411023,33,4.41,1.238411023,-2.891521837,-3.774700569,-1.356223343,20,0.003487358,-0.287760738197935,-0.608493793663775,-0.848500632557411,-0.672970759871215,0.345396385687532,0.975569823210948,1.24677932890186,0.240617621245388,0.263899842689058,57,29,1.186806926
"277",57,13,231.925,0.153,28.203125,20.92556391,0.090225564,0.54887218,0.360902256,"PSEUIN",0.209720531,37,4.41,1.209720531,-2.891521837,-3.774700569,-1.356223343,20,0.004311739,1.01533787688073,-1.03949521513237,-4.27500438030097,-3.40085487573646,1.75199196279114,1.19075172760329,1.24677932890186,-0.0128288042293376,1.31048105554423,57,29,1.544826728
"286",58,6,350.4833333,0.168,159,157.7175,0.45,0.25,0.3,"PSEUIN",0.236388778,19,3.68,1.236388778,-1.578149659,-3.091974404,-0.270929849,20,0.002853203,1.44220724220815,1.47790738996748,1.27467584972987,0.834865292948011,-1.95928554206848,0.566559306983446,0.904600018246015,0.222946795791049,-0.725988251783387,58,30,-0.540759527
"287",58,9,369.0111111,0.101,133,147.6044444,0.4,0.222222222,0.377777778,"PSEUIN",0.194156014,17,3.68,1.194156014,-1.578149659,-3.091974404,-0.270929849,20,0.002709946,-0.880243746688567,1.21800427472218,1.09259445403002,0.524400932172208,-2.5151387170051,1.34508690734836,0.904600018246015,-0.152849618768438,-0.980059272980991,58,30,-0.888813522
"288",58,4,320.35,0.112,173.3333333,128.14,0.4,0.2,0.4,"PSEUIN",0.167054085,13,3.68,1.167054085,-1.578149659,-3.091974404,-0.270929849,20,0.003121586,-0.408406768921419,1.60354280585516,0.704050252469475,0.524400932172208,-3.01236631656482,1.53812306885968,0.904600018246015,-0.401075857548966,-0.28259535338003,58,30,-1.728281441
"289",58,1,323.05,0.107,62.33333333,74.26436782,0.229885057,0.379310345,0.390804598,"PSEUIN",0.162518929,20,3.68,1.162518929,-1.578149659,-3.091974404,-0.270929849,20,0.003095496,-0.616852843225193,0.114880744095915,-0.794739830273335,-0.935585111651684,0.00816029188123294,1.45957968394097,0.904600018246015,-0.443175605423792,-0.32399093436798,58,30,-0.380249442
"298",59,22,240.7785714,0.136,69.6875,92.60714286,0.384615385,0.351648352,0.263736264,"PSEUIN",0.223143551,25,3.69,1.223143551,-3.088006729,-2.264139719,0.763889145,20,0.004153194,0.477755402580797,0.2772149697761,-0.188249995730672,0.421019037997192,-0.349199279757517,0.131463203904278,0.909731340436931,0.106487512987602,1.12570581953793,59,31,0.318024877
"299",59,1,297.02,0.199,45.34482759,99.67114094,0.33557047,0.422818792,0.241610738,"PSEUIN",0.204794413,27,3.69,1.204794413,-3.088006729,-2.264139719,0.763889145,20,0.003366777,2.21510862075143,-0.348288545292689,0.0137252478947068,0.0614509609385812,0.520623966723423,-0.164453956705795,0.909731340436931,-0.0569491145258573,0.0903456993260543,59,31,0.558856029
"300",59,23,257.1916667,0.114333333,21.94117647,98.60383387,0.383386581,0.332268371,0.284345048,"PSEUIN",0.126751706,42,3.69,1.126751706,-3.088006729,-2.264139719,0.763889145,20,0.003888151,-0.314296731735847,-1.40494705576152,-0.0158554201602625,0.412584143383505,-0.616730053490387,0.385560875063026,0.909731340436931,-0.781074265042001,0.800462088727578,59,31,1.941465844
"305",61,2,309.73,0.103333333,21.86335404,131.2415254,0.423728814,0.342372881,0.233898305,"PSEUIN",0.262364264,29,3.16,1.262364264,-0.556088829,0.348694223,0.526644253,20,0.003228618,-0.776000306176697,-1.41011901983091,0.769761437923634,0.676305541372321,-0.475351940060879,-0.274015771036988,0.616540303001971,0.447758559741662,-0.116318788520812,61,32,0.782469748
"306",61,8,302.2375,0.11,26.71875,145.074,0.48,0.283333333,0.236666667,"PSEUIN",0.182321557,36,3.16,1.182321557,-0.556088829,0.348694223,0.526644253,20,0.003308656,-0.490646394664939,-1.11819496264512,1.04508290577391,1.00498241209619,-1.36860345645497,-0.234278613464171,0.616540303001971,-0.260541074787157,0.00445847642074668,61,32,1.459088198
"307",61,1,339.8125,0.107666667,27.42857143,112.8008299,0.331950207,0.460580913,0.20746888,"PSEUIN",0.138150338,31,3.16,1.138150338,-0.556088829,0.348694223,0.526644253,20,0.002942799,-0.588503820295804,-1.08002987244003,0.353732992531296,0.0328593475587706,0.924335540628499,-0.678960799825578,0.616540303001971,-0.672238904969757,-0.573492185871645,61,32,0.991164438
"308",61,9,306.8041667,0.099,44.11764706,111.0045226,0.361809045,0.361809045,0.27638191,"PSEUIN",0.044451763,23,3.16,1.044451763,-0.556088829,0.348694223,0.526644253,20,0.003259408,-0.9715303045184,-0.388224500401063,0.309626574201928,0.259893657656574,-0.214770583214358,0.289631744224205,0.616540303001971,-1.60118062774512,-0.0695060209963546,61,32,0.057102095
"312",62,12,249.1846154,0.1155,2.466666667,78.81751825,0.316301703,0.425790754,0.257907543,"PSEUIN",0.105360516,40,2.5,1.105360516,2.00941305,-2.32745189,1.648757292,20,0.004013089,-0.267959510857478,-4.58613681707056,-0.631247037792706,-0.0944242389654428,0.553679521787106,0.0559877398452526,0.173539893763938,-0.988324608161258,0.95645305387163,62,33,1.788788707
"313",62,7,289.75,0.107666667,21.08108108,111.3753754,0.384384384,0.34984985,0.265765766,"PSEUIN",0.100083459,42,2.5,1.100083459,2.00941305,-2.32745189,1.648757292,20,0.003451251,-0.588503820295804,-1.46315477433848,0.318790651389401,0.419435433708281,-0.37339801420405,0.157352037597265,0.173539893763938,-1.04006856390285,0.212567999327176,62,33,1.941465844
"314",62,6,318.475,0.179,36.38888889,37.46764706,0.117647059,0.529411765,0.352941176,"PSEUIN",0.044451763,23,2.5,1.044451763,2.00941305,-2.32745189,1.648757292,20,0.003139964,1.73167560402179,-0.668566017758576,-2.67451464044121,-2.70134931724757,1.58162967771322,1.1154204156297,0.173539893763938,-1.60118062774512,-0.253643152012422,62,33,0.057102095
"322",63,10,305.2380952,0.109666667,34.15584416,78.05175038,0.255707763,0.392694064,0.351598174,"PSEUIN",0.300104592,27,2.77,1.300104592,0.526677932,-2.178299454,-1.183112129,20,0.003276131,-0.504498214620349,-0.760748251886756,-0.658072364413337,-0.654978190997352,0.171807229584988,1.10254502435577,0.367463230484194,0.766282091196288,-0.0442655371233119,63,34,0.558856029
"323",63,2,332.6222222,0.172666667,73.63636364,88.04705882,0.264705882,0.323529412,0.411764706,"PSEUIN",0.182321557,18,2.77,1.182321557,0.526677932,-2.178299454,-1.183112129,20,0.003006414,1.56726098439647,0.357444240400593,-0.326989246218939,-0.563817974735483,-0.7425133016056,1.6360201689802,0.367463230484194,-0.260541074787157,-0.468009661204954,63,34,-0.709949951
"324",63,5,333.8333333,0.102333333,50.47619048,106.9139434,0.320261438,0.294117647,0.385620915,"PSEUIN",0.139761942,23,2.77,1.139761942,0.526677932,-2.178299454,-1.183112129,20,0.002995507,-0.820384861050871,-0.19224101430299,0.206463544183804,-0.0616306278974006,-1.19231038671556,1.41448414361184,0.367463230484194,-0.656939150693461,-0.485935499142306,63,34,0.057102095
"333",65,6,462.3,0.099,51.75,102.1926316,0.221052632,0.463157895,0.315789474,"PSEUIN",0.302280872,23,3.15,1.302280872,0.562714073,0.18367533,-0.48767073,20,0.002163098,-0.9715303045184,-0.155963787755181,0.0823694509614181,-1.03885601509114,0.950666741213199,0.739787713609689,0.610546982399854,0.784366582217007,-2.09169707833548,65,35,0.057102095
"334",65,10,379.0375,0.1025,57.29166667,62.13729508,0.163934426,0.43442623,0.401639344,"PSEUIN",0.241162057,28,3.15,1.241162057,0.562714073,0.18367533,-0.48767073,20,0.002638261,-0.812957381984628,-0.00788545179759615,-1.28459404082643,-1.82681713567161,0.648434098802749,1.55193581981991,0.610546982399854,0.264610494839068,-1.11228319669072,65,35,0.672659864
"335",65,2,429.65,0.1375,79.13043478,84.71971831,0.197183099,0.38028169,0.422535211,"PSEUIN",0.139761942,23,3.15,1.139761942,0.562714073,0.18367533,-0.48767073,20,0.002327476,0.527819989488455,0.46218649768092,-0.432834897621686,-1.34005533782293,0.0202301088087818,1.7232221797001,0.610546982399854,-0.656939150693461,-1.73045371924135,65,35,0.057102095
"336",65,1,238,0.157,42.03703704,101.442623,0.426229508,0.344262295,0.229508197,"PSEUIN",0.09531018,22,3.15,1.09531018,0.562714073,0.18367533,-0.48767073,20,0.004201681,1.1331295948147,-0.458542340985034,0.06213005535406,0.691815947883906,-0.449379693560412,-0.338006134796519,0.610546982399854,-1.08708699625618,1.18295301066153,65,35,-0.081999054
"340",66,4,428.7333333,0.1245,119.1666667,139.8043478,0.326086957,0.260869565,0.413043478,"PSEUIN",0.405465108,18,1.49,1.405465108,1.631925691,0.000834385,3.95463222,20,0.002332452,0.0745142647075109,1.05814248499967,0.943421911547753,-0.0141147547589333,-1.75843406967377,1.64649215393546,-0.805023862922942,1.60884411988781,-1.71992039920769,66,36,-0.709949951
"341",66,12,370.3111111,0.172666667,107.2222222,136.0326531,0.367346939,0.367346939,0.265306122,"PSEUIN",0.194156014,17,1.49,1.194156014,1.631925691,0.000834385,3.95463222,20,0.002700432,1.56726098439647,0.904403644382422,0.868278072659189,0.299933425503044,-0.143083669339248,0.151506063379261,-0.805023862922942,-0.152849618768438,-0.997405296686278,66,36,-0.888813522
"342",66,6,295.85,0.1645,121.5384615,107.5818182,0.363636364,0.393939394,0.242424242,"PSEUIN",0.125163143,17,1.49,1.125163143,1.631925691,0.000834385,3.95463222,20,0.003380091,1.34611578263635,1.0868288229427,0.223573939592909,0.273172785665282,0.186749608254132,-0.153101970408963,-0.805023862922942,-0.796329383801926,0.109811436365009,66,36,-0.888813522
"344",67,12,284.16,0.1065,80,118.4,0.416666667,0.383333333,0.2,"PSEUIN",0.182321557,18,1.02,1.182321557,-0.579345853,-0.630283928,1.852059044,20,0.003519144,-0.638230754641638,0.478094751773124,0.486840177621128,0.632003649423187,0.0579498681460969,-0.802782906056779,-1.52162145480487,-0.260541074787157,0.308650720382314,67,37,-0.709949951
"345",67,7,218.65,0.106,26.16666667,59.90410959,0.273972603,0.410958904,0.315068493,"PSEUIN",0.16034265,27,1.02,1.16034265,-0.579345853,-0.630283928,1.852059044,20,0.004573519,-0.659709268364603,-1.14858657667577,-1.38515939324202,-0.473119849665875,0.386357689790924,0.732068360248025,-1.52162145480487,-0.463436303760502,1.60118844872744,67,37,0.558856029
"346",67,8,294.45,0.1245,25.47486034,65.43333333,0.222222222,0.461538462,0.316239316,"PSEUIN",0,35,1.02,1,-0.579345853,-0.630283928,1.852059044,20,0.003396162,0.0745142647075109,-1.18758802386234,-1.14258352204898,-1.02494622537791,0.934136788108253,0.744595129757137,-1.52162145480487,-2.0714466649746,0.13320616716074,67,37,1.370934184
"362",68,23,418.625,0.1875,84.09090909,209.3125,0.5,0.319444444,0.180555556,"PSEUIN",0.430782916,20,1.8,1.430782916,-3.049215517,-3.713020796,-2.370601116,20,0.002388773,1.94342158987784,0.550687726575541,2.0523073950433,1.11258512723845,-0.80247977749952,-1.14820040174351,-0.447625511928535,1.80188819370185,-1.60224106273835,68,38,-0.380249442
"363",68,31,365.1625,0.117,125.3333333,152.1510417,0.416666667,0.3125,0.270833333,"PSEUIN",0.427444015,23,1.8,1.427444015,-3.049215517,-3.713020796,-2.370601116,20,0.002738507,-0.209066103501109,1.13158254183381,1.17595008771097,0.632003649423187,-0.906204767572137,0.221141798827003,-0.447625511928535,1.77662605732212,-0.928350036204608,68,38,0.057102095
"364",68,1,328.5166667,0.1115,59.47368421,118.9456897,0.362068966,0.327586207,0.310344828,"PSEUIN",0.405465108,24,1.8,1.405465108,-3.049215517,-3.713020796,-2.370601116,20,0.003043986,-0.428828170968063,0.0465227151528618,0.499474369629503,0.261786589639356,-0.683705098728084,0.681052087483021,-0.447625511928535,1.60884411988781,-0.406753502664844,68,38,0.190282218
"365",68,17,519.925,0.201,84.28571429,126.8109756,0.243902439,0.512195122,0.243902439,"PSEUIN",0.405465108,18,1.8,1.405465108,-3.049215517,-3.713020796,-2.370601116,20,0.001923354,2.26075075853683,0.554055851785238,0.675404349909479,-0.779569131725208,1.42560563527544,-0.132571728717733,-0.447625511928535,1.60884411988781,-2.67107815999355,68,38,-0.709949951
"366",68,14,273.325,0.1765,84.07407407,105.8032258,0.387096774,0.435483871,0.177419355,"PSEUIN",0.362905494,23,1.8,1.362905494,-3.049215517,-3.713020796,-2.370601116,20,0.003658648,1.66748079411725,0.550396287785852,0.177769791150519,0.43797022098199,0.659909594584795,-1.20737712526557,-0.447625511928535,1.27636014935815,0.500391475236622,68,38,0.057102095
"367",68,3,314.2,0.103,89.04761905,115.7578947,0.368421053,0.368421053,0.263157895,"PSEUIN",0.287682072,20,1.8,1.287682072,-3.049215517,-3.713020796,-2.370601116,20,0.003182686,-0.790747237217074,0.634053495698902,0.42483298777347,0.307629491804673,-0.129304687296758,0.124048901384761,-0.447625511928535,0.662470078112062,-0.186989646816682,68,38,-0.380249442
"368",68,18,321.45,0.211,71.53846154,48.52075472,0.150943396,0.547169811,0.301886792,"PSEUIN",0.236388778,19,1.8,1.236388778,-3.049215517,-3.713020796,-2.370601116,20,0.003110904,2.48235621223778,0.315372214587644,-1.96422402738138,-2.04444129921934,1.73733195511223,0.587733123258259,-0.447625511928535,0.222946795791049,-0.299501917573367,68,38,-0.540759527
"369",68,2,356.0666667,0.108666667,47.11538462,116.2666667,0.326530612,0.394557823,0.278911565,"PSEUIN",0.182321557,24,1.8,1.182321557,-3.049215517,-3.713020796,-2.370601116,20,0.002808463,-0.546307750300555,-0.292534367913309,0.436882576891638,-0.0105309388605133,0.194152426901491,0.32040193818973,-0.447625511928535,-0.260541074787157,-0.803939796171815,68,38,0.190282218
"370",68,30,415.0444444,0.158,79.13043478,188.6565657,0.454545455,0.378787879,0.166666667,"PSEUIN",0.182321557,18,1.8,1.182321557,-3.049215517,-3.713020796,-2.370601116,20,0.002409381,1.16210858577351,0.46218649768092,1.76683226797834,0.861356980731529,0.00165540179917986,-1.41852171152728,-0.447625511928535,-0.260541074787157,-1.55987400714602,68,38,-0.709949951
"371",68,35,324.7857143,0.1,80.27027027,184.3378378,0.567567568,0.333333333,0.099099099,"PSEUIN",0.182321557,30,1.8,1.182321557,-3.049215517,-3.713020796,-2.370601116,20,0.003078953,-0.925658805405124,0.483004000120053,1.70320324779303,1.44669001157721,-0.601628299325378,-3.17425211050896,-0.447625511928535,-0.260541074787157,-0.350419953812743,68,38,0.888556538
"372",68,9,486.72,0.109,50.44444444,126.9704348,0.260869565,0.426086957,0.313043478,"PSEUIN",0.044451763,23,1.8,1.044451763,-3.049215517,-3.713020796,-2.370601116,20,0.002054569,-0.532328654619338,-0.193156768428824,0.678857155543705,-0.602298955887751,0.556961378036426,0.710292206036519,-0.447625511928535,-1.60118062774512,-2.34557991641966,68,38,0.057102095
"373",68,32,361.2583333,0.1075,66.34146341,154.825,0.428571429,0.392857143,0.178571429,"PSEUIN",0.036367644,28,1.8,1.036367644,-3.049215517,-3.713020796,-2.370601116,20,0.002768102,-0.595574596093303,0.205591361490558,1.22381788388877,0.706259278201236,0.173766664691808,-1.18551805724373,-0.447625511928535,-1.68519692465579,-0.87533461271584,68,38,0.672659864
"386",69,1,373,0.107,81.78571429,133.6119403,0.358208955,0.417910448,0.223880597,"PSEUIN",0.233614851,24,0.93,1.233614851,-4.214900712,0.158410226,-0.157116729,20,0.002680965,-0.616852843225193,0.510228303084553,0.818944164871418,0.23353443314793,0.465518953115546,-0.421848447347552,-1.69628934066464,0.198660534588898,-1.03308899346445,69,39,0.190282218
"387",69,6,382.5,0.1705,147.2727273,163.9285714,0.428571429,0.392857143,0.178571429,"PSEUIN",0.194156014,17,0.93,1.194156014,-4.214900712,0.158410226,-0.157116729,20,0.002614379,1.50962613041621,1.36638286954228,1.38080252534239,0.706259278201236,0.173766664691808,-1.18551805724373,-1.69628934066464,-0.152849618768438,-1.15713294388032,69,39,-0.888813522
"392",70,7,265.75,0.1005,78.23529412,136.6714286,0.514285714,0.242857143,0.242857143,"PSEUIN",0.223143551,15,2.54,1.223143551,-1.072969304,-0.844978178,-0.70237736,20,0.003762935,-0.90289478942238,0.445626697361493,0.881149885216605,1.18684075402493,-2.09608634577525,-0.147076602410494,0.203554667886063,0.106487512987602,0.639011560560964,70,40,-1.280481612
"393",70,1,277.15,0.16,210,110.86,0.4,0.4,0.2,"PSEUIN",0.182321557,12,2.54,1.182321557,-1.072969304,-0.844978178,-0.70237736,20,0.003608154,1.21952035840069,1.8828575833664,0.306047009094095,0.524400932172208,0.258801348577294,-0.802782906056779,0.203554667886063,-0.260541074787157,0.431847799895929,70,40,-1.978755931
"399",71,11,609.7,0.136,203.3333333,87.1,0.142857143,0.428571429,0.428571429,"PSEUIN",0,12,1.28,1,0.124416919,-1.275679404,0.293051972,20,0.001640151,0.477755402580797,1.83589897028496,-0.35670321325467,-2.18957338599366,0.584399230144484,1.77112672516956,-1.09228054971522,-2.0714466649746,-3.45667779094078,71,41,-1.978755931
"405",72,12,450.45,0.104,118.3333333,128.7,0.285714286,0.428571429,0.285714286,"PSEUIN",0.143100844,15,0.86,1.143100844,-0.150391778,-1.533101221,0.850215291,20,0.002220002,-0.746648577801043,1.04792777028722,0.716031674177447,-0.362506396788998,0.584399230144484,0.401784512129333,-1.84425572075118,-0.625310022895866,-1.96362638301413,72,42,-1.280481612
"406",72,1,334.92,0.093,70,139.55,0.416666667,0.385416667,0.197916667,"PSEUIN",0.042559614,24,0.86,1.042559614,-0.150391778,-1.533101221,0.850215291,20,0.002985788,-1.25688420130701,0.283727690961111,0.938418629673599,0.632003649423187,0.0835287864760829,-0.8381467150275,-1.84425572075118,-1.62078683898937,-0.501963918300746,72,42,0.190282218
"413",73,10,197.9541667,0.119333333,58.64864865,88.80186916,0.448598131,0.345794393,0.205607477,"PSEUIN",0.245122458,23,1.61,1.245122458,-1.000066751,-0.825333475,1.514733943,20,0.005051674,-0.118938419856879,0.0261889876504225,-0.303535061203139,0.826640948723637,-0.428423624106577,-0.709397776790759,-0.658559111023203,0.299057521903847,2.09162275809177,73,43,0.057102095
"414",73,18,329.925,0.0975,71.03448276,158.364,0.48,0.32,0.2,"PSEUIN",0.171850257,19,1.61,1.171850257,-1.000066751,-0.825333475,1.514733943,20,0.003030992,-1.04121373047729,0.305081483582933,1.28591548859647,1.00498241209619,-0.794279425919049,-0.802782906056779,-0.658559111023203,-0.356730726717348,-0.427852546019421,73,43,-0.540759527
"415",73,9,191.4125,0.1075,23.50364964,60.5256917,0.316205534,0.367588933,0.316205534,"PSEUIN",0.15415068,35,1.61,1.15415068,-1.000066751,-0.825333475,1.514733943,20,0.005224319,-0.595574596093303,-1.30481603988284,-1.35679648934709,-0.0952257852587896,-0.139975801749283,0.744234342489824,-0.658559111023203,-0.52129078298802,2.25736569193931,73,43,1.370934184
"416",73,8,309.75,0.1,43.95833333,128.4888889,0.414814815,0.355555556,0.22962963,"PSEUIN",0.139761942,23,1.61,1.139761942,-1.000066751,-0.825333475,1.514733943,20,0.00322841,-0.925658805405124,-0.393490313955666,0.711521002007811,0.620262424246264,-0.297051815740904,-0.336219720586011,-0.658559111023203,-0.656939150693461,-0.116636545146322,73,43,0.057102095
"417",73,19,342.6,0.1805,72.33333333,59.5826087,0.173913043,0.492753623,0.333333333,"PSEUIN",0.127833372,25,1.61,1.127833372,-1.000066751,-0.825333475,1.514733943,20,0.002918856,1.76976352249209,0.331456253903724,-1.39994522957015,-1.67106463593013,1.24298604557891,0.922384253257535,-0.658559111023203,-0.770699228707063,-0.613784728741194,73,43,0.318024877
"418",73,15,286.15625,0.105,21.01604278,61.26946472,0.214111922,0.520681265,0.265206813,"PSEUIN",0.105360516,40,1.61,1.105360516,-1.000066751,-0.825333475,1.514733943,20,0.003494594,-0.702971921597663,-1.46765243189522,-1.32323833231451,-1.12294637714482,1.50315515427823,0.150241673120616,-0.658559111023203,-0.988324608161258,0.274123017903603,73,43,1.788788707
"422",74,12,292.46,0.11,46.73913043,85.30083333,0.291666667,0.425,0.283333333,"PSEUIN",0.245122458,23,1.98,1.245122458,-4.570087299,-2.897146228,-1.368261192,20,0.003419271,-0.490646394664939,-0.30420509158074,-0.414052775014908,-0.308156007280633,0.544906966776862,0.373523139512347,-0.267404344347631,0.299057521903847,0.166652870137981,74,44,0.057102095
"423",74,13,357.2166667,0.115,93,162.3712121,0.454545455,0.303030303,0.242424242,"PSEUIN",0.236388778,19,1.98,1.236388778,-4.570087299,-2.897146228,-1.368261192,20,0.002799421,-0.287760738197935,0.697267212761334,1.35457498081655,0.861356980731529,-1.0514253758119,-0.153101970408963,-0.267404344347631,0.222946795791049,-0.819844654564218,74,44,-0.540759527
"424",74,3,248.1642857,0.2085,82,126.6671875,0.510416667,0.333333333,0.15625,"PSEUIN",0.223143551,25,1.98,1.223143551,-4.570087299,-2.897146228,-1.368261192,20,0.004029589,2.42795538056809,0.514037090414464,0.672287149384962,1.16693551809167,-0.601628299325378,-1.63648207934264,-0.267404344347631,0.106487512987602,0.976690132606296,74,44,0.318024877
"425",74,8,273.2,0.15,98.125,89.57377049,0.327868852,0.262295082,0.409836066,"PSEUIN",0.171850257,19,1.98,1.171850257,-4.570087299,-2.897146228,-1.368261192,20,0.003660322,0.924955205724447,0.775349006218303,-0.279755093692473,0.00024985353305172,-1.73271575971263,1.62016468023908,-0.267404344347631,-0.356730726717348,0.502647632889895,74,44,-0.540759527
"432",76,10,580.2,0.089,142,110.5142857,0.19047619,0.476190476,0.333333333,"PSEUIN",0.15415068,14,3.6,1.15415068,-1.454611174,1.754734421,-0.773825768,20,0.001723544,-1.45753962281971,1.3133133434843,0.297465319053161,-1.43127208100488,1.08162682781649,0.922384253257535,0.863040299870268,-0.52129078298802,-3.21207244740428,76,45,-1.496378285
"438",77,16,213.7,0.1145,45.78125,84.99431818,0.397727273,0.363636364,0.238636364,"PSEUIN",0.251314428,36,3.25,1.251314428,-0.375399667,0.398514405,-0.299401619,20,0.004679457,-0.307648245668512,-0.334346163492661,-0.423943598036869,0.509381517361792,-0.190995727437297,-0.206287522182215,0.669642137731071,0.352695473724238,1.71412987301871,77,46,1.459088198
"439",77,17,230.44375,0.11,23.88888889,44.65346021,0.193771626,0.560553633,0.24567474,"PSEUIN",0.133531393,40,3.25,1.133531393,-0.375399667,0.398514405,-0.299401619,20,0.004339454,-0.490646394664939,-1.28115142684943,-2.19243860647647,-1.3860582686166,1.85137722527386,-0.108120160457915,0.669642137731071,-0.716209156152798,1.34208230958231,77,46,1.788788707
"446",78,9,225.175,0.17,96.42857143,94.81052632,0.421052632,0.368421053,0.210526316,"PSEUIN",0.336472237,14,2.81,1.336472237,1.597845575,0.48674806,1.92993286,20,0.00444099,1.49622178673419,0.749964035776685,-0.123642655414104,0.659604954345984,-0.129304687296758,-0.629554499430537,0.394573244203066,1.06459039036853,1.45615636514964,78,47,-1.496378285
"447",78,14,240.3625,0.1965,118.8235294,81.82553191,0.340425532,0.361702128,0.29787234,"PSEUIN",0.271933715,21,2.81,1.271933715,1.597845575,0.48674806,1.92993286,20,0.004160383,2.15740651539026,1.05394510345715,-0.52833861363582,0.0993141444162958,-0.216165373341288,0.542522094342546,0.394573244203066,0.529415753793515,1.1342357328514,78,47,-0.227572305
"448",78,13,276.2,0.151,140,72.05217391,0.260869565,0.391304348,0.347826087,"PSEUIN",0.262364264,13,2.81,1.262364264,1.597845575,0.48674806,1.92993286,20,0.003620565,0.955282066425459,1.29266631990513,-0.877829141736209,-0.602298955887751,0.155076354036164,1.06611715892432,0.394573244203066,0.447758559741662,0.448783759486684,78,47,-1.728281441
"451",79,8,237.02,0.118,25.86956522,66.90080645,0.282258065,0.443548387,0.274193548,"PSEUIN",0.435318071,34,3.81,1.435318071,-3.286880705,2.029931072,3.509341335,20,0.004219053,-0.170221820161182,-1.16520818081287,-1.08164409606171,-0.394586715646671,0.746504635035089,0.262784908345359,0.970245018765616,1.83610693662801,1.2033030117756,79,48,1.280224627
"452",79,7,269.7357143,0.125333333,51.56862745,105.5487578,0.391304348,0.360248447,0.248447205,"PSEUIN",0.336472237,28,3.81,1.336472237,-3.286880705,2.029931072,3.509341335,20,0.003707333,0.104962502536727,-0.161074279154019,0.171153579976732,0.466466722470578,-0.235170447724137,-0.070221401183239,0.970245018765616,1.06459039036853,0.56558956228906,79,48,0.672659864
"453",79,1,271.1037037,0.112,44.33333333,144.7418079,0.533898305,0.266949153,0.199152542,"PSEUIN",0.300104592,27,3.81,1.300104592,-3.286880705,2.029931072,3.509341335,20,0.003688625,-0.408406768921419,-0.381125617792544,1.03878422322934,1.28549303551925,-1.64971245136766,-0.817123543020152,0.970245018765616,0.766282091196288,0.540637996706505,79,48,0.558856029
"454",79,4,275.1037037,0.106333333,34.16666667,105.1103774,0.382075472,0.367924528,0.25,"PSEUIN",0.262364264,26,3.81,1.262364264,-3.286880705,2.029931072,3.509341335,20,0.003634993,-0.645379048786711,-0.760287111174598,0.15971811682589,0.403554417573474,-0.135669224659296,-0.0491795052414815,0.970245018765616,0.447758559741662,0.468399280012572,79,48,0.440756708
"473",81,3,451.1,0.1805,95.29411765,75.18333333,0.166666667,0.472222222,0.361111111,"PSEUIN",0.125163143,17,4.1,1.125163143,0.209542594,-2.455687737,1.413180752,20,0.002216803,1.76976352249209,0.732737908640418,-0.760949086816245,-1.78324753168464,1.04213456883504,1.19270556382066,1.10895659830302,-0.796329383801926,-1.97073864790106,81,49,-0.888813522
"484",83,6,269.9666667,0.181333333,85,114.5313131,0.424242424,0.303030303,0.272727273,"PSEUIN",0.430782916,20,3.89,1.430782916,-0.115913973,2.5181102,-0.074059723,20,0.003704161,1.79078693102041,0.566339390907791,0.395563894618359,0.679498633196272,-1.0514253758119,0.24467649004237,1.00953767555805,1.80188819370185,0.561367823166256,83,50,-0.380249442
"485",83,8,252.6333333,0.185,80.86956522,71.5,0.283018868,0.433962264,0.283018868,"PSEUIN",0.236388778,19,3.89,1.236388778,-0.115913973,2.5181102,-0.074059723,20,0.003958306,1.88215656607779,0.493831021371093,-0.898966492335999,-0.387491424506098,0.643391209021712,0.369772768163737,1.00953767555805,0.222946795791049,0.888660457360589,83,50,-0.540759527
"486",83,3,255.4625,0.1825,81.11111111,103.665942,0.405797101,0.260869565,0.333333333,"PSEUIN",0.194156014,17,3.89,1.194156014,-0.115913973,2.5181102,-0.074059723,20,0.003914469,1.82005797899478,0.498172183950975,0.121698641752512,0.562328209278063,-1.75843406967377,0.922384253257535,1.00953767555805,-0.152849618768438,0.833734020920422,83,50,-0.888813522
