"","Plot.3","Tag","sla","mean.thick","ssl","lar1","lmf","smf","rmf","sp","rgr.h","ini_size","perc.canopy.open","new.rgr.h","Comp1","Comp2","Comp3","sp.number","lma","log_thick","log_ssl","log_lar","log_lmf","log_smf","log_rmf","log_light","log_rgr","log_lma","plot_id","log_ini_size"
"18",5,1,193.3075,0.298,12.03703704,51.63472454,0.267111853,0.360601002,0.372287145,"AMOODU",0.167054085,26,2.6,1.167054085,3.815319105,0.490136658,0.431584775,4,0.005173105,1.63477047924071,-0.568197214783524,-0.897057874628852,-0.751948815719518,-0.0969764307456138,1.30750335079535,0.113308820765914,0.698058336734295,0.311594010329332,1,-1.29796061016771
"249",54,9,195.58,0.4,52.85714286,73.80377358,0.377358491,0.396226415,0.226415094,"AMOODU",0.087011377,24,2.05,1.087011377,0.686506581,-2.955703161,0.624226937,4,0.005112997,4.53294759901866,2.17935515583386,0.261089476450866,0.405229034328492,0.351763329255645,-0.648180555864573,-0.508915177720571,-0.592631623567459,0.241772249913304,2,-1.68531489973793
"465",81,1,193.9833333,0.2845,15.03144654,48.63091922,0.250696379,0.442896936,0.306406685,"AMOODU",0.040821995,25,4.1,1.040821995,0.209542594,-2.455687737,1.413180752,4,0.005155082,1.1783391775482,-0.155664288371952,-1.09137594123481,-0.964359672177767,0.882129337549408,0.541613083661111,1.30574301487965,-1.38141327630279,0.290743925280679,3,-1.48776317834032
"475",82,12,249.0333333,0.239333333,19.38650307,50.50816901,0.202816901,0.45915493,0.338028169,"AMOODU",0.125163143,34,6.18,1.125163143,-2.600999329,-1.337033051,0.833413794,4,0.004015527,-0.523680012309178,0.316804569464803,-0.96857756482669,-1.674145743964,1.05383827744625,0.927861157569038,2.37998968577824,0.0340145041501977,-1.20167903206236,4,0.000261413610890214
"476",82,4,184.2419355,0.2055,31.54761905,78.77931034,0.427586207,0.289655172,0.282758621,"AMOODU",0.074107972,28,6.18,1.074107972,-2.600999329,-1.337033051,0.833413794,4,0.005427646,-2.02421740311004,1.22099278390994,0.472609322167645,0.823722498592386,-1.14045856372505,0.2257448147149,2.37998968577824,-0.809559205243769,0.598545840052925,4,-0.939326554181305
"553",94,7,197.1888889,0.254,18.96551724,43.28536585,0.219512195,0.471544715,0.308943089,"AMOODU",0.209720531,37,4.23,1.209720531,0.530522143,-0.850581088,2.141243516,4,0.00507128,0.0618899330258727,0.276035857098123,-1.46890824414342,-1.40922489920662,1.18065902355584,0.574033084818514,1.38746388481975,1.35033097733523,0.192829350330619,5,0.409463799681005
"562",95,11,201.4825581,0.261333333,14.25619835,95.79084767,0.475429975,0.297297297,0.227272727,"AMOODU",0.223143551,40,3.42,1.223143551,0.657468426,0.307149648,0.447749569,4,0.004963209,0.342111976576933,-0.253994753478632,1.10650460710408,1.17893103069173,-1.01642301544188,-0.633312333001714,0.830978375039581,1.55078779634372,0.0641422245218052,6,0.786746607666071
"563",95,6,199.187234,0.254,16.66666667,101.2868624,0.508500773,0.259659969,0.231839258,"AMOODU",0.164303051,33,3.42,1.164303051,0.657468426,0.307149648,0.447749569,4,0.005020402,0.0618899330258727,0.0360960699611955,1.28738295025014,1.40414246776007,-1.66114091973599,-0.555078198012787,0.830978375039581,0.655186569216665,0.132590794220052,6,-0.144207378968874
"564",95,13,160.9375,0.251333333,13.53413655,78.72611465,0.489171975,0.317197452,0.193630573,"AMOODU",0.117783036,36,3.42,1.117783036,0.657468426,0.307149648,0.447749569,4,0.006213592,-0.0420194289519845,-0.350512831814668,0.470419320160487,1.27435948120488,-0.707819690546717,-1.26331596802254,0.830978375039581,-0.0855299436070766,1.40644862283095,6,0.276870706692738
"576",97,4,255.4555556,0.229333333,17.65100671,77.93559322,0.305084746,0.420903955,0.274011299,"AMOODU",0.223143551,30,3.19,1.223143551,1.296086057,-0.380807877,-0.039841372,4,0.003914575,-0.943885443832723,0.142651792537217,0.43769896238903,-0.306791134430125,0.639538303181373,0.102164508125456,0.64871428560635,1.55078779634372,-1.35379122094462,7,-0.605446235823791
"577",97,3,222.3142857,0.290666667,26.76190476,74.1047619,0.333333333,0.357142857,0.30952381,"AMOODU",0.064538521,32,3.19,1.064538521,1.296086057,-0.380807877,-0.039841372,4,0.004498136,1.38946105353898,0.915489688827721,0.274284816062173,-0.0102247633137814,-0.142873768953089,0.58141833786835,0.64871428560635,-0.972127164643552,-0.523648594687159,7,-0.29312205624807
"609",101,3,214.0964286,0.2505,39.21568627,92.22615385,0.430769231,0.261538462,0.307692308,"AMOODU",0.223143551,25,3.24,1.223143551,3.248473861,1.451960469,-1.933392221,4,0.004670793,-0.0747172852736304,1.62502566879614,0.98355115608771,0.848560773011029,-1.62680736370154,0.558079157748199,0.689430477593073,1.55078779634372,-0.298628490586231,8,-1.48776317834032
"634",105,19,215.76875,0.2625,33.97260274,85.0320197,0.39408867,0.359605911,0.246305419,"AMOODU",0.148420005,29,4.28,1.148420005,-1.473165093,-1.908850131,-0.663661836,4,0.004634591,0.385966491135116,1.35851162501645,0.720236850445231,0.550510155025663,-0.110138258835924,-0.317043255288876,1.41822802701872,0.405669058799203,-0.345112636459548,9,-0.7695075456713
"635",105,24,235.9470588,0.274,22.33576642,58.13188406,0.246376812,0.496376812,0.257246377,"AMOODU",0.09237332,34,4.28,1.09237332,-1.473165093,-1.908850131,-0.663661836,4,0.004238239,0.808104491723508,0.579771344571904,-0.512798199943499,-1.02256697643376,1.42510279807579,-0.146122918584926,1.41822802701872,-0.503244860834913,-0.879200134636857,9,0.000261413610890214
"636",105,2,280.65,0.229333333,37.84615385,67.356,0.24,0.433333333,0.326666667,"AMOODU",0.080042708,26,4.28,1.080042708,-1.473165093,-1.908850131,-0.663661836,4,0.003563157,-0.943885443832723,1.55901578159475,-0.0353013125540109,-1.11038877308624,0.778153851506474,0.793408333883631,1.41822802701872,-0.709464648214144,-1.91571645352035,9,-1.29796061016771
"655",106,14,227.6916667,0.254,22.07692308,41.8743295,0.183908046,0.498084291,0.318007663,"AMOODU",0.164303051,33,2.08,1.164303051,0.471908734,0.353064542,0.655980672,4,0.004391904,0.0618899330258727,0.558125967365508,-1.57635849114703,-2.00190591077572,1.44145884779208,0.687758732234845,-0.47088063404962,0.655186569216665,-0.666431664579722,10,-0.144207378968874
