"","Plot.3","Tag","sla","mean.thick","ssl","lar1","lmf","smf","rmf","sp","rgr.h","ini_size","perc.canopy.open","new.rgr.h","Comp1","Comp2","Comp3","sp.number","lma","log_thick","log_ssl","log_lar","log_lmf","log_smf","log_rmf","log_light","log_rgr","log_lma","plot_id","log_ini_size"
"464",80,7,246.5166667,0.145,56.17647059,38.92368421,0.157894737,0.596491228,0.245614035,"WALSYU",0.057158414,18,4.92,1.057158414,0.065016416,-0.925822166,2.797147787,24,0.004056521,-0.610380370718093,0.133744449010641,-1.88977740281078,-2.3156648636947,2.16550946406642,-0.0122227132154453,1.53164229873186,-1.37530864492524,-1.21797484357022,1,-0.698017296980572
"474",81,14,193.875,0.147,153.75,102.0394737,0.526315789,0.210526316,0.263157895,"WALSYU",0.15415068,14,4.1,1.15415068,0.209542594,-2.455687737,1.413180752,24,0.005157963,-0.501366246499237,1.55759257950035,0.865186333541746,0.919288280479207,-1.71391895053931,0.19104233762028,1.1501252380688,-0.156097591273143,0.239496174127397,2,-1.59038276374506
"521",89,4,183.2833333,0.147666667,17.47619048,60.20255474,0.328467153,0.383211679,0.288321168,"WALSYU",0.430782916,40,3.32,1.430782916,0.938263932,-0.807958941,0.879547519,24,0.005456033,-0.465357539852181,-1.51754588086514,-0.643122257224753,-0.347489278646206,0.517277181999542,0.460089396719602,0.708550652059963,2.82813124859914,0.580360461571395,3,2.13731809512014
"522",89,2,176.64375,0.134666667,23.49206349,65.947,0.373333333,0.42,0.206666667,"WALSYU",0.405465108,39,3.32,1.405465108,0.938263932,-0.807958941,0.879547519,24,0.005661112,-1.19871756399743,-1.09919582160886,-0.382602152049126,-0.00347263335598249,0.858738578544686,-0.520891986033231,0.708550652059963,2.58015737391165,0.804235224510502,3,2.04741980438571
"523",89,14,205.4714286,0.1425,68.0952381,101.2887324,0.492957746,0.295774648,0.211267606,"WALSYU",0.336472237,14,3.32,1.336472237,0.938263932,-0.807958941,0.879547519,24,0.004866857,-0.748782235196865,0.405847615447683,0.844077070589233,0.743355706815998,-0.447462554673369,-0.456021894176717,0.708550652059963,1.88103875578708,-0.112975837349417,3,-1.59038276374506
"524",89,9,190.215,0.137333333,40,78.32382353,0.411764706,0.341176471,0.247058824,"WALSYU",0.287682072,24,3.32,1.287682072,0.938263932,-0.807958941,0.879547519,24,0.005257209,-1.04267521871985,-0.346540474668756,0.109072645048169,0.259790816836785,0.0844766923372937,0.00505695951407689,0.708550652059963,1.36449696327998,0.355130735936832,3,0.323482139479416
"525",89,23,222.9066667,0.144666667,52.17391304,81.0569697,0.363636364,0.418181818,0.218181818,"WALSYU",0.251314428,27,3.32,1.251314428,0.938263932,-0.807958941,0.879547519,24,0.004486183,-0.628695450503308,0.0292141109419637,0.207122706135567,-0.0741845738521753,0.842577977919795,-0.361145826574923,0.708550652059963,0.966577423911844,-0.607136706670733,3,0.741705296460144
"526",89,18,227.01,0.149666667,49.5,90.08333333,0.396825397,0.317460317,0.285714286,"WALSYU",0.223143551,20,3.32,1.223143551,0.938263932,-0.807958941,0.879547519,24,0.004405092,-0.358298885696263,-0.0451863200387565,0.508938619490758,0.16049457171405,-0.183899371653161,0.433330135325785,0.708550652059963,0.650312123472835,-0.717811470323608,3,-0.32390393478056
"527",89,22,245.4952381,0.16,52.63157895,73.12624113,0.29787234,0.404255319,0.29787234,"WALSYU",0.223143551,20,3.32,1.223143551,0.938263932,-0.807958941,0.879547519,24,0.004073399,0.172996536501336,0.0415651882545882,-0.0872095587031904,-0.610192314445658,0.716413105684341,0.556105168593654,0.708550652059963,0.650312123472835,-1.19278280674764,3,-0.32390393478056
"528",89,6,210.875,0.1345,51.25,80.33333333,0.380952381,0.317460317,0.301587302,"WALSYU",0.223143551,25,3.32,1.223143551,0.938263932,-0.807958941,0.879547519,24,0.004742146,-1.20857257767428,0.00394678743733524,0.181488240014591,0.0508100005363021,-0.183899371653161,0.59262161141449,0.708550652059963,0.650312123472835,-0.270475187820286,3,0.46843258440018
